area_m2,lat,lon,price_usd
93.0,19.387579,-99.170353,122941.17647058824
80.0,19.434723,-99.175887,147117.64705882352
59.0,19.511437,-99.133339,38647.05882352941
50.0,19.404288,-99.119604,68827.94117647059
70.0,19.527514,-99.15184,51463.529411764706
123.0,,,229411.76470588235
62.0,19.454332,-99.200287,56470.58823529412
85.0,19.199665,-99.153915,105882.35294117648
133.0,19.275206,-99.218292,382352.9411764706
60.0,19.305233,-99.12269,53235.294117647056
85.0,19.44661,-99.160309,116470.58823529411
60.0,19.299713,-99.037758,38529.41176470588
65.0,19.454332,-99.200287,53705.882352941175
61.0,19.432635,-99.172921,223529.41176470587
50.0,19.29707,-99.051074,24588.235294117647
110.0,19.387245,-99.147388,138235.29411764705
80.0,19.469689,-99.085457,52941.17647058824
63.0,19.417363,-99.068463,44734.117647058825
56.0,19.3707909,-99.1370465,55882.35294117647
56.0,19.456993,-99.118637,54764.705882352944
53.0,19.264647,-99.112747,67647.05882352941
50.0,,,20882.352941176472
65.0,19.366901,-99.297272,121600.0
60.0,19.359407,-99.060657,49433.117647058825
60.0,19.397531,-99.182964,65058.82352941176
50.0,19.325608,-99.06112,57588.23529411765
111.0,19.326756,-99.117844,67235.29411764706
86.0,19.388044,-99.185753,85658.82352941176
79.0,19.3670983,-99.1624422,167176.4705882353
80.0,19.432581,-99.163438,323529.4117647059
60.0,19.328833,-99.133163,119117.64705882352
92.0,,,83544.82352941176
70.0,19.35782,-99.149406,59277.0
87.0,19.4396219801,-99.1828966141,282352.9411764706
50.0,19.336195,-99.23692,59117.64705882353
80.0,19.469769,-99.157379,161470.58823529413
65.0,19.496491,-99.149702,65058.82352941176
62.0,19.431252,-99.146999,44117.64705882353
70.0,19.306256,-99.236671,32882.35294117647
80.0,19.371132,-99.173156,107960.76470588235
70.0,19.458968,-99.152898,33452.705882352944
80.0,19.317741,-99.119331,36705.882352941175
122.0,19.390912,-99.172242,285294.1176470588
90.0,19.373281,-99.160485,132156.82352941178
87.0,19.432657,-99.177444,293847.0588235294
139.0,19.4025564,-99.1461089,301176.4705882353
70.0,19.382145,-99.142159,49324.82352941176
80.0,19.453854,-99.193979,40023.529411764706
70.0,19.34841,-99.125713,116470.58823529411
50.0,19.422397,-99.09769,20588.235294117647
79.0,,,55882.35294117647
110.0,19.286619,-99.152534,157647.0588235294
150.0,,,39411.76470588235
65.0,19.387651,-99.142257,44117.64705882353
112.0,23.634501,-102.552788,214705.88235294117
55.0,19.444684,-99.176413,214071.29411764705
75.0,,,60026.529411764706
70.0,19.447374,-99.137868,34557.76470588235
126.0,19.363021,-99.174418,223529.41176470587
58.0,19.417363,-99.068463,51176.470588235294
80.0,19.374628,-99.188927,40292.58823529412
60.0,19.291685,-99.11704,90518.82352941176
70.0,19.416195,-99.157971,73254.88235294117
75.0,19.3713316153,-99.2654308677,247058.82352941178
60.0,19.399226,-99.134352,37411.76470588235
100.0,19.335116,-99.223332,191764.70588235295
100.0,19.4032833,-99.1821858,243878.82352941178
110.0,19.431629,-99.162762,124509.82352941176
70.0,19.441043,-99.175585,91176.4705882353
63.0,19.501572,-99.17551,52411.76470588235
90.0,19.39942,-99.141673,68805.35294117648
55.0,19.4546836,-99.1933664,76294.11764705883
50.0,19.410055,-99.114487,42953.76470588235
80.0,19.389044,-99.179657,59411.76470588235
60.0,19.38828,-99.195529,44533.76470588235
150.0,19.400623,-99.14173,62352.94117647059
60.0,19.3598088,-99.1488603,152435.29411764705
64.0,19.39365,-99.14769,165294.11764705883
133.0,19.3609365412,-99.1633604933,317647.0588235294
66.0,19.411112,-99.193066,69411.76470588235
59.0,19.4661858,-99.1545368,45882.35294117647
80.0,19.359983,-99.158066,136294.11764705883
76.0,19.381729,-99.164986,170588.23529411765
74.0,19.39365,-99.14769,190217.64705882352
83.0,19.523731,-99.137538,81701.0
80.0,19.395427,-99.05035,57058.82352941176
60.0,19.468153,-99.189217,44705.882352941175
123.0,19.4001854,-99.1729456,252941.17647058822
85.0,19.384037,-99.140704,69882.35294117648
79.0,19.363542,-99.224084,51882.35294117647
80.0,,,176470.58823529413
51.0,19.473415,-99.143539,76882.35294117648
90.0,19.435359,-99.210742,145760.0
60.0,23.634501,-102.552788,98823.5294117647
56.0,19.392349,-99.07093,50000.0
110.0,19.286619,-99.152534,157647.0588235294
130.0,19.324216,-99.216411,288823.5294117647
80.0,19.441809,-99.156423,70588.23529411765
120.0,19.299815,-99.12053,65294.117647058825
60.0,19.482603,-99.194748,88235.29411764706
133.0,19.445032,-99.140207,66348.23529411765
70.0,19.396247,-99.190282,64117.64705882353
120.0,23.634501,-102.552788,289087.23529411765
102.0,19.336195,-99.23692,111764.70588235294
110.0,19.368568,-99.15031,100000.0
90.0,19.414261,-99.104118,147058.82352941178
100.0,19.428324,-99.176337,195642.88235294117
70.0,19.444606,-99.1740457,51176.470588235294
90.0,19.419403,-99.135361,119117.64705882352
80.0,19.348586,-99.115129,45515.23529411765
80.0,19.269985,-99.11523,81300.0
90.0,19.452365,-99.124572,71176.4705882353
60.0,19.3736979,-99.1933122,126764.70588235294
127.0,19.399028,-99.175227,116470.58823529411
69.0,19.2990233,-99.0436467,61317.23529411765
60.0,19.396593,-99.133163,57647.05882352941
65.0,19.472155,-99.161186,105000.0
80.0,19.446829,-99.159454,79705.88235294117
107.0,19.3814836,-99.1654942,268647.0588235294
70.0,19.415143,-99.14685,55294.117647058825
60.0,19.383446,-99.137643,76531.17647058824
80.0,19.418844,-99.132357,23568.58823529412
80.0,19.396247,-99.190282,106352.94117647059
60.0,19.363469,-99.010141,31705.882352941175
76.0,19.35568,-99.099406,44117.64705882353
80.0,19.3499358,-99.2906864,164705.88235294117
99.0,19.368475,-99.17952,176470.58823529413
65.0,19.376456,-99.145563,87058.82352941176
115.0,19.428324,-99.176337,195642.88235294117
103.0,19.394358,-99.177444,187705.88235294117
90.0,19.362486,-99.15682,170588.23529411765
64.0,,,170588.23529411765
69.0,19.348909,-99.073563,46470.58823529412
54.0,19.331932,-99.246689,135294.11764705883
60.0,19.380236,-99.139978,49215.705882352944
55.0,,,71588.23529411765
97.0,19.271467,-99.146309,140941.17647058822
60.0,19.446207,-99.169959,101470.58823529411
61.0,19.364891,-99.148384,156894.11764705883
65.0,19.446198,-99.139166,59853.94117647059
53.0,19.516777,-99.160149,48117.64705882353
73.0,19.441392,-99.174422,61764.705882352944
68.0,23.634501,-102.552788,115558.82352941176
119.0,19.373972,-99.164159,291176.4705882353
70.0,19.3670983,-99.1624422,150729.41176470587
50.0,19.410307,-99.065399,48235.294117647056
55.0,,,63490.35294117647
50.0,19.402991,-99.173922,56274.529411764706
90.0,19.377369,-99.198052,71628.64705882352
65.0,19.386852,-99.194748,116470.58823529411
63.0,19.417923,-99.148384,86135.29411764706
133.0,19.305914,-99.078102,20294.117647058825
75.0,19.455944,-99.211803,51019.64705882353
85.0,19.306092,-99.113431,61673.529411764706
121.0,19.394358,-99.177444,339087.76470588235
100.0,19.368475,-99.17952,309411.76470588235
50.0,19.349174,-99.145828,181101.17647058822
69.0,19.2990233,-99.0436467,61350.35294117647
100.0,19.391906,-99.135576,86470.58823529411
110.0,19.36409,-99.189935,145145.88235294117
60.0,,,118764.70588235294
61.0,19.4306069,-99.0949899,169816.35294117648
80.0,19.486215,-99.092376,70588.23529411765
77.0,19.377033,-99.129878,70705.88235294117
100.0,19.3340701,-99.0712814,75000.0
116.0,19.478469,-99.116014,185294.11764705883
63.0,19.417923,-99.148384,86135.29411764706
70.0,19.512787,-99.141393,82352.94117647059
125.0,19.374146,-99.146777,107404.29411764706
75.0,19.402944,-99.199727,63594.117647058825
97.0,19.430141,-99.172536,117058.82352941176
65.0,19.498246,-99.147089,123529.41176470589
60.0,19.441879,-99.167819,35705.882352941175
90.0,19.395077,-99.168409,103908.58823529411
71.0,19.523341,-99.1517,54205.882352941175
51.0,19.3513303772,-99.0816683695,24999.823529411766
63.0,19.370501,-99.139389,121082.35294117648
60.0,19.524143,-99.160149,38235.294117647056
90.0,19.375618,-99.194918,103912.94117647059
74.0,19.394073,-99.153915,188517.64705882352
98.0,19.422564,-99.154225,111941.17647058824
69.0,19.472155,-99.161186,104117.64705882352
74.0,19.364891,-99.148384,168400.0
80.0,19.400249,-99.177444,114941.17647058824
57.0,19.416408,-99.126701,75882.35294117648
90.0,19.368048,-99.170392,134705.88235294117
100.0,19.370933,-99.173043,158647.0588235294
65.0,19.472155,-99.161186,105000.0
79.0,,,158952.9411764706
90.0,,,65176.470588235294
86.0,19.367424,-99.185753,196470.58823529413
82.0,19.368544,-99.163605,167647.0588235294
71.0,19.391054,-99.14077,48823.529411764706
72.0,19.3915,-99.038137,52608.23529411765
65.0,19.394179,-99.177221,191176.4705882353
88.0,19.3872626,-99.1754024,270588.23529411765
120.0,,,235294.11764705883
70.0,19.410215,-99.14595,49179.82352941176
50.0,19.467806,-99.130254,38449.294117647056
102.0,,,84117.64705882352
70.0,19.487416,-99.118006,40070.58823529412
62.0,19.4306069,-99.0949899,133086.58823529413
90.0,19.375618,-99.194918,103912.94117647059
53.0,,,41847.05882352941
98.0,19.380937,-99.179545,185882.35294117648
50.0,19.446524,-99.142241,44705.882352941175
75.0,19.41526,-99.075364,33011.76470588235
60.0,19.469689,-99.085457,45882.35294117647
73.0,19.364891,-99.148384,150452.9411764706
60.0,19.41275,-99.126007,40070.82352941176
110.0,19.419116,-99.161436,382352.9411764706
65.0,19.472155,-99.161186,104411.76470588235
61.0,19.364891,-99.148384,156894.11764705883
60.0,19.354219,-99.126244,69089.17647058824
64.0,19.380747,-99.155304,165294.11764705883
92.0,19.394358,-99.177444,299270.5882352941
102.0,19.427607,-99.160835,197915.9411764706
54.0,19.455525,-99.124086,77411.76470588235
97.0,19.400249,-99.177444,220588.23529411765
74.0,19.3713214,-99.1409854,188517.64705882352
90.0,19.395261,-99.153153,147450.9411764706
82.0,,,182764.70588235295
120.0,19.367931,-99.170262,134705.88235294117
50.0,19.305449,-99.051736,23529.41176470588
68.0,19.453142,-99.180214,58823.529411764706
110.0,19.367025,-99.170349,185294.11764705883
80.0,19.378533,-99.187561,52411.76470588235
120.0,19.392172,-99.154625,144705.88235294117
60.0,19.410419,-99.194748,29058.823529411766
60.0,,,118764.70588235294
70.0,19.411112,-99.193066,69411.76470588235
80.0,19.389067,-99.162824,94305.88235294117
100.0,19.3404477,-99.1297322,187058.82352941178
130.0,,,382352.9411764706
135.0,,,352352.9411764706
101.0,19.341894,-99.224525,264705.8823529412
50.0,19.410307,-99.065399,48235.294117647056
65.0,19.456454,-99.123252,35176.470588235294
60.0,19.317887,-99.135625,96174.58823529411
77.0,19.323772,-99.116562,57647.05882352941
89.0,19.417364,-99.159454,179411.76470588235
69.0,19.448311,-99.157021,30000.0
80.0,19.352333,-99.121169,69089.11764705883
64.0,19.392937,-99.263313,158823.5294117647
84.0,19.367424,-99.185753,225294.11764705883
63.0,19.309208,-99.171906,66470.58823529411
111.0,,,46455.882352941175
85.0,19.443178,-99.20237,174991.29411764705
110.0,19.378864,-99.170313,311764.70588235295
57.0,19.298168,-99.113106,105294.11764705883
60.0,19.2990233,-99.0436467,59605.882352941175
72.0,19.366505,-99.222297,75545.88235294117
116.0,19.478469,-99.116014,188235.29411764705
100.0,19.431629,-99.162762,119705.88235294117
54.0,,,35926.0
120.0,19.400785,-99.147419,59110.470588235294
50.0,19.486329,-99.086792,22964.70588235294
61.0,19.4301421,-99.109777,47058.82352941176
94.0,19.361269,-99.1719297,333500.0
77.0,19.498246,-99.202133,39764.705882352944
91.0,19.333981,-99.233654,101294.11764705883
60.0,19.386836,-99.217824,109294.11764705883
80.0,,,84509.76470588235
75.0,19.291903,-99.124191,35294.117647058825
91.0,19.341894,-99.224525,174647.0588235294
58.0,19.506042,-99.153915,117647.05882352941
97.0,19.271467,-99.146309,140941.17647058822
54.0,19.48314,-99.211139,73529.41176470589
70.0,,,123882.35294117648
78.0,19.417364,-99.159454,289752.9411764706
80.0,19.364891,-99.148384,74117.64705882352
65.0,19.472155,-99.161186,105000.0
52.0,19.321644,-99.044846,28800.0
145.0,19.387245,-99.147388,138235.29411764705
61.0,19.4306069,-99.0949899,130697.5294117647
70.0,19.363542,-99.224084,62988.23529411765
50.0,19.439858,-99.150241,30352.941176470587
60.0,19.504985,-99.208557,27058.823529411766
60.0,19.317534,-99.058491,38588.23529411765
110.0,19.286619,-99.152534,157647.0588235294
70.0,19.450827,-99.156468,65505.882352941175
67.0,19.446829,-99.159454,135988.23529411765
86.0,19.36867,-99.218886,85882.35294117648
60.0,19.3736979,-99.1933122,170963.58823529413
90.0,19.305984,-99.127341,119823.5294117647
92.0,19.366934,-99.291958,114705.88235294117
59.0,19.490054,-99.093551,42352.94117647059
90.0,19.442027,-99.185897,247058.82352941178
82.0,19.432657,-99.177444,232941.17647058822
70.0,19.399226,-99.134352,37411.76470588235
85.0,19.446829,-99.159454,116470.58823529411
50.0,19.386821,-99.164805,182941.17647058822
70.0,19.402944,-99.199727,67023.5294117647
83.0,,,219705.88235294117
80.0,19.381259203,-99.1038592905,48235.294117647056
117.0,19.2990233,-99.0436467,88813.64705882352
80.0,19.38499,-99.227853,141176.4705882353
108.0,19.380798,-99.18286,202941.17647058822
63.0,19.47517,-99.152534,138894.0
52.0,19.383915,-99.173846,163212.82352941178
70.0,19.446256,-99.147767,54745.05882352941
80.0,19.401366,-99.18064,113137.29411764706
108.0,19.40099,-99.161174,279194.1176470588
55.0,19.396727,-99.115875,86764.70588235294
75.0,19.348122,-99.125716,99097.70588235294
55.0,,,36685.0
77.0,19.4526892,-99.1179867,102941.17647058824
74.0,19.39912,-99.141464,252970.58823529413
62.0,19.39365,-99.14769,170509.17647058822
51.0,19.424719,-99.06065,41176.470588235294
52.0,19.405298,-99.164986,174667.64705882352
75.0,19.401819,-99.184615,81235.29411764706
63.0,19.388044,-99.185753,45294.117647058825
100.0,19.33923,-99.218987,208823.5294117647
79.0,19.3638234,-99.1444714,135000.0
118.0,19.381729,-99.164986,284009.17647058825
65.0,19.472155,-99.161186,104411.76470588235
60.0,19.382956,-99.145972,86764.70588235294
91.0,19.333981,-99.233654,101294.11764705883
55.0,19.383966,-99.101121,33058.82352941176
105.0,19.391819,-99.188639,145265.70588235295
82.0,19.378786,-99.208595,70588.23529411765
57.0,,,43247.05882352941
85.0,19.348122,-99.125716,96980.0
56.0,19.452301,-99.207422,44117.64705882353
126.0,19.337386,-99.205912,305882.35294117645
105.0,19.355921,-99.180214,345670.5882352941
91.0,19.341894,-99.224525,174647.0588235294
102.0,19.403561,-99.156308,235294.11764705883
80.0,19.41498,-99.177444,185294.11764705883
90.0,19.368697,-99.208668,44774.82352941176
66.0,19.446313,-99.14006,23829.41176470588
80.0,19.399815,-99.150806,134117.64705882352
58.0,19.441234,-99.136622,69647.05882352941
70.0,19.392185,-99.135357,57025.705882352944
82.0,19.380644,-99.179176,152941.17647058822
85.0,19.384467,-99.135872,109411.76470588235
55.0,23.634501,-102.552788,165694.29411764705
71.0,19.3246591,-99.140855,105882.35294117648
60.0,19.448187,-99.161176,37941.17647058824
59.0,19.444569,-99.168699,52288.117647058825
70.0,19.457982,-99.19269,53235.294117647056
60.0,19.446829,-99.159454,58407.23529411765
78.0,19.3499358,-99.2906864,170588.23529411765
60.0,19.412097,-99.073245,44117.64705882353
80.0,19.384068,-99.167882,252941.17647058822
60.0,19.439759,-99.1047,57058.82352941176
75.0,19.412142,-99.146127,50000.0
60.0,23.634501,-102.552788,104180.35294117648
80.0,19.35782,-99.149406,59276.94117647059
63.0,19.392349,-99.07093,75882.35294117648
75.0,19.39365,-99.14769,176017.64705882352
50.0,19.527836,-99.169827,38392.882352941175
129.0,19.403334,-99.157755,147058.82352941178
57.0,19.306255,-99.234777,47058.82352941176
78.0,19.264442,-99.124863,52352.94117647059
85.0,19.400785,-99.147419,59110.470588235294
75.0,19.392025,-99.135302,87058.82352941176
68.0,19.453697,-99.180085,58823.529411764706
75.0,19.314895,-99.09423,54033.64705882353
141.0,19.381591,-99.165397,334117.64705882355
68.0,23.634501,-102.552788,41588.23529411765
65.0,19.414261,-99.104118,75294.11764705883
50.0,19.3029619922,-99.0406322479,34705.882352941175
59.0,,,34139.0
63.0,23.634501,-102.552788,54176.470588235294
85.0,23.634501,-102.552788,41534.705882352944
60.0,19.458118,-99.125557,56433.94117647059
53.0,19.407816,-99.129707,62352.94117647059
57.0,19.369418,-99.007392,29650.0
75.0,19.394965,-99.181702,77058.82352941176
105.0,19.408904,-99.174556,119372.5294117647
79.0,19.469689,-99.085457,52941.17647058824
82.0,19.341894,-99.224525,176470.58823529413
114.0,19.39365,-99.14769,260941.17647058822
92.0,19.399689,-99.188522,32352.941176470587
68.0,19.36269,-99.150565,74117.64705882352
90.0,19.367025,-99.170349,185294.11764705883
80.0,,,235294.11764705883
60.0,19.4306069,-99.0949899,128162.23529411765
69.0,19.362027,-99.19464,58529.41176470588
68.0,19.428152,-99.106194,75000.0
50.0,19.263022,-99.119657,46164.705882352944
65.0,19.472155,-99.161186,105000.0
80.0,19.383915,-99.173846,143419.88235294117
80.0,19.355751,-99.299347,112647.05882352941
56.0,19.345893,-99.067395,56941.17647058824
50.0,19.410307,-99.065399,48235.294117647056
91.0,19.407187,-99.172405,242523.5294117647
80.0,19.399649,-99.165891,192072.9411764706
55.0,19.372684,-99.183678,158823.5294117647
60.0,19.372724,-99.137094,44529.41176470588
60.0,19.415783,-99.060391,34422.529411764706
68.0,23.634501,-102.552788,115558.82352941176
80.0,19.39932,-99.154999,76588.23529411765
52.0,19.444688,-99.16605,39749.529411764706
70.0,19.383952,-99.160229,194424.70588235295
65.0,19.402386,-99.069638,36976.470588235294
65.0,19.462598,-99.131469,37058.82352941176
140.0,,,146821.76470588235
110.0,19.282895,-99.166933,34419.17647058824
52.0,19.4445021981,-99.1660007089,43823.529411764706
87.0,,,347058.82352941175
68.0,19.464589,-99.183659,43333.294117647056
100.0,19.372713,-99.181832,279411.76470588235
50.0,19.404377,-99.076596,52223.529411764706
60.0,19.377383,-99.144978,83856.4705882353
60.0,19.359901,-99.189606,52411.76470588235
120.0,19.359984,-99.1580693,170588.23529411765
70.0,19.334546,-99.207876,69070.58823529411
60.0,19.452621,-99.154479,58411.76470588235
56.0,19.375983,-99.017354,41705.882352941175
90.0,19.318989,-99.094437,147058.82352941178
95.0,19.3757,-99.196831,71628.64705882352
100.0,19.31534,-99.222755,123529.41176470589
85.0,19.366866,-99.221296,55705.882352941175
76.0,,,296152.9411764706
54.0,19.440549,-99.168493,38941.17647058824
64.0,19.410307,-99.065399,100000.0
64.0,19.375412,-99.144234,140493.11764705883
86.0,19.388044,-99.185753,97629.41176470589
53.0,19.416151,-99.147042,67647.05882352941
65.0,19.378321,-99.102702,58814.705882352944
137.0,19.275206,-99.218292,364705.8823529412
52.0,19.405298,-99.164986,174667.64705882352
113.0,19.383364,-99.168089,144745.0588235294
115.0,19.3023717,-99.167894,248529.41176470587
51.0,19.440935,-99.188522,233529.41176470587
69.0,19.3814504,-99.1919122,138235.29411764705
58.0,,,198823.5294117647
60.0,19.318575,-99.08635,46764.705882352944
135.0,19.347683,-99.165877,264705.8823529412
65.0,19.3697678418,-99.1392753126,114705.88235294117
70.0,19.378643,-99.148281,148235.29411764705
60.0,19.517598,-99.137671,50294.117647058825
80.0,19.35782,-99.149406,76176.4705882353
55.0,19.441816,-99.092908,35490.17647058824
103.0,19.387613,-99.202726,56862.705882352944
80.0,19.3033001,-99.2310901,188235.29411764705
120.0,19.399795,-99.167793,144745.11764705883
95.0,19.413359,-99.159891,121647.05882352941
60.0,19.380236,-99.139978,51764.705882352944
85.0,19.353813,-99.163605,100588.23529411765
65.0,,,89117.64705882352
74.0,19.3807458,-99.1553016,184294.11764705883
80.0,19.35782,-99.149406,76176.4705882353
54.0,19.45984,-99.124797,54694.117647058825
80.0,,,382352.9411764706
90.0,19.450827,-99.156468,65505.882352941175
100.0,19.393568,-99.186143,97411.76470588235
122.0,19.394358,-99.177444,339088.17647058825
87.0,19.436516,-99.173988,293847.0588235294
97.0,19.271467,-99.146309,140941.17647058822
50.0,19.302219,-99.049311,19531.764705882353
83.0,,,219705.88235294117
104.0,19.372684,-99.183678,217647.0588235294
74.0,19.400763,-99.132191,70588.23529411765
77.0,19.3723335,-99.1905974,132058.82352941178
80.0,19.441043,-99.175585,91176.4705882353
60.0,19.403302,-99.14489,70610.58823529411
100.0,19.343979,-99.124863,167647.0588235294
60.0,19.3939,-99.128976,44599.41176470588
76.0,19.391928,-99.161305,145882.35294117648
108.0,19.394073,-99.153915,223529.41176470587
85.0,19.396705,-99.181902,85647.05882352941
74.0,19.394073,-99.153915,190217.64705882352
100.0,19.365865,-99.148341,107404.29411764706
57.0,19.412061,-99.1448,94117.64705882352
90.0,19.441809,-99.156423,67895.23529411765
80.0,19.383865,-99.174973,258076.4705882353
50.0,19.409701,-99.069021,20598.235294117647
65.0,19.401819,-99.184615,81235.29411764706
79.0,19.318989,-99.094437,170379.41176470587
63.0,19.47517,-99.152534,138894.0
141.0,,,382352.9411764706
50.0,19.489521,-99.079282,41523.529411764706
84.0,19.2672863,-99.1659764,55420.58823529412
63.0,19.278036,-99.170541,56282.35294117647
65.0,19.29292,-99.064874,44411.76470588235
75.0,19.36269,-99.150565,74117.64705882352
110.0,19.39365,-99.14769,138235.29411764705
52.0,19.329521,-99.08413,36647.05882352941
60.0,19.355462,-99.065676,30823.529411764706
78.0,19.3499358,-99.2906864,188235.29411764705
50.0,19.423086,-99.145135,55294.117647058825
76.0,19.326922,-99.121203,52617.64705882353
63.0,19.4306069,-99.0949899,168630.4705882353
96.0,19.41498,-99.177444,319117.64705882355
84.0,19.287598,-99.14769,177878.76470588235
65.0,19.39365,-99.14769,130294.11764705883
59.0,19.48492,-99.11168,29325.41176470588
100.0,19.424171,-99.159991,189372.5294117647
74.0,19.375626,-99.15461,179588.23529411765
69.0,19.397983,-99.146696,96176.4705882353
60.0,19.324239,-99.117785,45098.0
120.0,19.405298,-99.164986,371411.76470588235
126.0,19.331932,-99.246689,275882.35294117645
56.0,19.334546,-99.207876,84647.05882352941
80.0,19.396018,-99.147827,205421.0588235294
70.0,19.446829,-99.159454,135294.11764705883
103.0,19.38499,-99.227853,56274.470588235294
90.0,19.465454,-99.162665,84155.05882352941
50.0,19.363174,-99.013236,42352.94117647059
83.0,19.3908165,-99.1466355,194547.0588235294
120.0,19.335033,-99.200347,165933.64705882352
96.0,19.391557,-99.180726,59411.76470588235
60.0,,,76470.58823529411
70.0,19.375374,-99.137657,87058.82352941176
60.0,19.482603,-99.194748,88235.29411764706
95.0,19.314216,-99.135841,107411.76470588235
115.0,19.381729,-99.164986,313705.8823529412
130.0,19.364891,-99.148384,167647.0588235294
75.0,19.373503,-99.112912,98823.5294117647
53.0,19.357715,-99.084599,50000.0
90.0,19.452621,-99.154479,72705.88235294117
58.0,19.343979,-99.124863,105411.76470588235
60.0,19.37335,-99.174777,58509.76470588235
90.0,19.365611,-99.140876,43531.41176470588
90.0,19.359625,-99.152478,85098.05882352941
55.0,19.372684,-99.183678,158823.5294117647
103.0,19.367968,-99.263608,56862.705882352944
122.0,19.39365,-99.14769,207164.70588235295
56.0,19.342083,-99.0532159,32615.0
126.0,19.2990233,-99.0436467,96422.4705882353
75.0,,,48621.882352941175
75.0,19.451576,-99.190662,47254.882352941175
51.0,19.473415,-99.143539,76882.35294117648
65.0,19.376456,-99.145563,64458.882352941175
89.0,19.400004,-99.16735,232941.17647058822
87.0,19.417364,-99.159454,176470.58823529413
65.0,19.449392,-99.138544,47647.05882352941
50.0,,,41364.705882352944
104.0,19.302422,-99.230829,115411.76470588235
85.0,19.486016,-99.180528,72788.23529411765
138.0,19.382727579,-99.1582889556,247058.82352941178
69.0,19.4752953603,-99.1893056412,79411.76470588235
60.0,19.2990233,-99.0436467,59605.882352941175
65.0,19.446829,-99.159454,182058.82352941178
105.0,19.28356,-99.202343,116175.11764705883
97.0,19.4195256,-99.162549,288235.29411764705
90.0,19.285118,-99.217489,54295.882352941175
120.0,19.380747,-99.155304,235294.11764705883
87.0,,,347058.82352941175
75.0,19.498877,-99.207909,44183.529411764706
70.0,19.376456,-99.145563,64458.82352941176
60.0,19.324386,-99.124228,59284.705882352944
60.0,19.450551,-99.156352,79117.64705882352
73.0,19.399461,-99.175182,56862.76470588235
90.0,19.299511,-99.150433,65862.11764705883
100.0,19.399649,-99.165891,192117.64705882352
63.0,19.370501,-99.139389,121082.35294117648
65.0,,,118147.05882352941
83.0,19.362864,-99.173988,216279.41176470587
62.0,,,22058.823529411766
65.0,19.377383,-99.144978,83856.41176470589
150.0,19.43475,-99.189814,316470.5882352941
108.0,19.41498,-99.177444,235294.11764705883
107.0,19.350054,-99.123847,167058.82352941178
80.0,19.400785,-99.147419,59110.470588235294
60.0,19.420551,-99.14649,105450.94117647059
60.0,19.516777,-99.160149,39167.05882352941
74.0,,,194023.5294117647
95.0,19.41498,-99.177444,205882.35294117648
70.0,,,61176.470588235294
70.0,19.373802,-99.189214,119294.11764705883
52.0,19.405298,-99.164986,174667.64705882352
60.0,19.375412,-99.144234,120882.35294117648
55.0,19.408805,-99.129702,62352.94117647059
106.0,19.350054,-99.123847,148235.29411764705
106.0,19.415025,-99.1551,294117.64705882355
101.0,19.39365,-99.14769,300070.5882352941
66.0,19.49662,-99.185876,52000.0
55.0,19.396727,-99.115875,86764.70588235294
90.0,19.394638,-99.186447,97411.76470588235
73.0,19.364891,-99.148384,150411.76470588235
80.0,19.395427,-99.05035,57058.82352941176
87.0,19.3358468,-99.1479328,161205.88235294117
115.0,19.3797151,-99.1677132,205882.35294117648
80.0,19.4068945,-99.1237906,117352.94117647059
50.0,19.308287,-99.146309,83470.58823529411
70.0,19.486669,-99.173765,129941.17647058824
75.0,19.38828,-99.195529,44533.705882352944
60.0,19.449292,-99.17551,50117.64705882353
74.0,19.409095,-99.163216,260588.23529411765
62.0,19.295734,-99.146996,120588.23529411765
80.0,19.367424,-99.185753,147058.82352941178
58.0,23.634501,-102.552788,31705.882352941175
61.0,19.4597505,-99.2067717,42829.41176470588
70.0,19.453564,-99.133092,43338.58823529412
65.0,19.281164,-99.20237,77529.41176470589
78.0,19.364891,-99.148384,168400.0
50.0,19.457352,-99.155304,44509.882352941175
85.0,19.363073,-99.158843,214705.88235294117
50.0,19.335108,-99.083164,37529.41176470588
96.0,19.341894,-99.224525,175241.17647058822
65.0,,,117647.05882352941
65.0,19.41497,-99.065035,54294.117647058825
70.0,19.336455,-99.149511,67058.82352941176
135.0,23.634501,-102.552788,377058.82352941175
120.0,19.405298,-99.164986,317647.0588235294
98.0,19.387764,-99.176758,298547.0588235294
90.0,19.41627,-99.087547,60588.23529411765
50.0,19.445219,-99.171761,73529.41176470589
90.0,19.369509,-99.172532,100588.23529411765
51.0,19.415175,-99.146898,55294.117647058825
116.0,19.478469,-99.116014,185294.11764705883
60.0,19.374721,-99.140098,38000.0
62.0,19.412142,-99.146127,50000.0
56.0,19.456993,-99.118637,54764.705882352944
83.0,19.366914,-99.1516,88235.29411764706
70.0,19.377369,-99.198052,71628.70588235294
100.0,19.33923,-99.218987,258529.41176470587
75.0,19.359645,-99.138745,24447.882352941175
70.0,19.370272,-99.149127,41534.705882352944
80.0,19.405298,-99.164986,251764.70588235295
60.0,19.480501,-99.178139,51176.470588235294
80.0,19.386821,-99.164805,185882.35294117648
64.0,19.392937,-99.263313,161764.70588235295
80.0,19.470991,-99.168165,49282.882352941175
140.0,,,370588.23529411765
95.0,19.367424,-99.185753,176470.58823529413
68.0,19.3872626,-99.1754024,212941.17647058822
80.0,19.387245,-99.147388,138235.29411764705
70.0,19.496491,-99.149702,91764.70588235294
65.0,19.281164,-99.20237,25653.29411764706
